file,stage,axis,BER,NC,BitAccuracy,DSR,hit_ratio,SI-SNR(dB),ViSQOL,PESQ,ODG,IoU,MIoU,F1,MUSHRA,SpectralFlatness,SpectralCentroid_Hz,EffectiveBandwidth99_Hz,SilenceRatio,CrestFactor
Similar_Trot_00162_Cover_Genre_A.wav,TSM_1.1x,axis2,1.0,-1.0,,0,0.0,,3.292,1.087,,0.0,0.0556,0.0,,0.026314,1807.98,5656.25,0.0,7.2677
Similar_Trot_00162_Cover_Genre_A.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,5.32,4.365,2.311,,0.0,0.0556,0.0,수동 평가 필요,0.026314,1807.98,5656.25,0.0,7.2677
Similar_Trot_00162_Cover_Genre_A.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-0.58,4.535,3.161,,0.0,0.0555,0.0,수동 평가 필요,0.026314,1807.98,5656.25,0.0,7.2677
Similar_Trot_00162_Cover_Instrument_A.wav,NoAttack,step2,0.0,1.0,,1,0.2375,37.66,4.706,4.483,,0.904,0.527,0.9496,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.0688,29.31,4.492,3.453,,0.5833,0.3648,0.7368,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2375,37.54,4.71,4.493,,0.904,0.527,0.9496,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,Limiter,axis1,0.0,1.0,,1,0.2375,28.7,4.695,4.483,,0.904,0.527,0.9496,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2375,34.32,4.623,4.38,,0.904,0.527,0.9496,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2375,34.32,4.623,4.38,,0.904,0.527,0.9496,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2375,30.7,4.693,4.45,,0.904,0.527,0.9496,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1625,-14.34,2.602,3.557,,0.9143,0.5821,0.9552,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.1812,20.09,4.682,4.244,,0.9091,0.5545,0.9524,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2324,37.68,4.707,4.474,,0.8924,0.5414,0.9431,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.0629,,3.697,1.18,,0.6037,0.3599,0.7529,,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.66,4.431,2.51,,0.0,0.0556,0.0,수동 평가 필요,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_A.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-0.16,4.549,3.373,,0.0,0.0555,0.0,수동 평가 필요,0.010523,1304.99,3109.38,0.0,5.1879
Similar_Trot_00162_Cover_Instrument_C.wav,NoAttack,step2,0.0,1.0,,1,0.2313,37.72,4.696,4.519,,0.904,0.527,0.9496,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.1062,29.32,4.469,3.515,,0.7,0.432,0.8235,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2313,37.51,4.701,4.525,,0.904,0.527,0.9496,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,Limiter,axis1,0.0,1.0,,1,0.2313,29.13,4.689,4.518,,0.904,0.527,0.9496,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2313,33.41,4.572,4.408,,0.904,0.527,0.9496,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2313,33.4,4.571,4.408,,0.904,0.527,0.9496,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2437,31.1,4.69,4.511,,0.904,0.527,0.9496,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.175,-11.1,2.68,3.619,,0.9143,0.5821,0.9552,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.1125,19.79,4.671,4.233,,0.807,0.5107,0.8932,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2042,37.7,4.692,4.513,,0.8742,0.5023,0.9329,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.0839,,3.655,1.167,,0.5807,0.3391,0.7347,,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.03,4.391,2.487,,0.0,0.0556,0.0,수동 평가 필요,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Instrument_C.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-1.21,4.551,3.526,,0.0,0.0555,0.0,수동 평가 필요,0.012013,1427.58,3531.25,0.001776,6.1733
Similar_Trot_00162_Cover_Rhythm_B.wav,NoAttack,step2,0.0,1.0,,1,0.2437,36.61,4.723,4.576,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.175,29.13,4.616,3.934,,0.9091,0.5545,0.9524,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2437,35.5,4.723,4.573,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,Limiter,axis1,0.0,1.0,,1,0.2437,36.61,4.723,4.576,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2437,29.33,4.586,4.323,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2437,29.32,4.586,4.323,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2437,30.84,4.722,4.564,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.2188,-24.89,2.702,2.572,,0.904,0.527,0.9496,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2,17.12,4.674,4.076,,0.9091,0.5545,0.9524,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2394,36.59,4.723,4.576,,0.9007,0.5519,0.9477,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,TSM_1.1x,axis2,0.125,0.75,,1,0.021,,3.23,1.076,,0.3548,0.2352,0.5238,,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,5.28,4.29,2.166,,0.0,0.0556,0.0,수동 평가 필요,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Rhythm_B.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,0.51,4.507,3.254,,0.0,0.0555,0.0,수동 평가 필요,0.031945,1830.27,5906.25,0.0,7.4753
Similar_Trot_00162_Cover_Tempo_A.wav,NoAttack,step2,0.0,1.0,,1,0.2437,37.3,4.645,4.541,,0.8989,0.4994,0.9467,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.0938,29.26,4.326,3.51,,0.6901,0.4176,0.8166,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2437,37.12,4.663,4.545,,0.8989,0.4994,0.9467,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,Limiter,axis1,0.0,1.0,,1,0.2437,35.38,4.644,4.541,,0.8989,0.4994,0.9467,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.25,34.73,4.548,4.488,,0.8989,0.4994,0.9467,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.25,34.72,4.548,4.489,,0.8989,0.4994,0.9467,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.25,33.79,4.646,4.538,,0.8989,0.4994,0.9467,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1375,-13.04,2.656,3.806,,0.9191,0.6262,0.9578,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.15,19.37,4.637,4.248,,0.8046,0.4773,0.8917,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2394,37.22,4.645,4.542,,0.8875,0.4937,0.9404,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.0839,,3.611,1.211,,0.6932,0.4041,0.8188,,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.3,4.383,2.378,,0.0,0.0556,0.0,수동 평가 필요,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_A.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-0.1,4.511,3.545,,0.0,0.0555,0.0,수동 평가 필요,0.012507,1335.31,2937.5,0.0,7.0364
Similar_Trot_00162_Cover_Tempo_C.wav,NoAttack,step2,0.0,1.0,,1,0.2375,37.75,4.64,4.535,,0.904,0.527,0.9496,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.0813,29.33,4.309,3.509,,0.5799,0.357,0.7341,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2375,37.21,4.646,4.533,,0.904,0.527,0.9496,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,Limiter,axis1,0.0,1.0,,1,0.2375,34.48,4.64,4.531,,0.904,0.527,0.9496,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2437,33.58,4.446,4.442,,0.904,0.527,0.9496,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2437,33.58,4.446,4.442,,0.904,0.527,0.9496,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2313,32.11,4.64,4.513,,0.904,0.527,0.9496,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1375,-16.69,2.92,3.573,,0.9029,0.5651,0.9489,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.075,19.87,4.586,3.94,,0.6725,0.4055,0.8042,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2183,37.97,4.642,4.53,,0.8931,0.5215,0.9435,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1259,,3.752,1.167,,0.6927,0.3775,0.8185,,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.23,4.298,2.201,,0.0,0.0556,0.0,수동 평가 필요,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Tempo_C.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,0.63,4.436,3.326,,0.0,0.0555,0.0,수동 평가 필요,0.008335,1316.33,3640.62,0.0,8.4352
Similar_Trot_00162_Cover_Timbre_A.wav,NoAttack,step2,0.0,1.0,,1,0.2375,37.98,4.702,4.54,,0.904,0.527,0.9496,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.125,29.35,4.486,3.714,,0.7989,0.4726,0.8882,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2375,37.74,4.707,4.544,,0.904,0.527,0.9496,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,Limiter,axis1,0.0,1.0,,1,0.2375,36.99,4.702,4.54,,0.904,0.527,0.9496,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2313,33.34,4.582,4.434,,0.904,0.527,0.9496,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2313,33.34,4.582,4.434,,0.904,0.527,0.9496,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2375,31.31,4.695,4.506,,0.904,0.527,0.9496,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1562,-9.31,2.613,3.7,,0.9086,0.5733,0.9521,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.1125,19.72,4.666,4.318,,0.7919,0.4773,0.8839,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2042,37.92,4.697,4.534,,0.7658,0.4317,0.8674,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.0839,,3.659,1.202,,0.5935,0.3469,0.7449,,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,7.46,4.393,2.604,,0.0,0.0556,0.0,수동 평가 필요,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_A.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-2.14,4.526,3.533,,0.0,0.0555,0.0,수동 평가 필요,0.015129,1547.08,3656.25,0.0,6.4228
Similar_Trot_00162_Cover_Timbre_C.wav,NoAttack,step2,0.0,1.0,,1,0.2375,38.04,4.702,4.54,,0.904,0.527,0.9496,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.075,29.36,4.48,3.712,,0.6824,0.4193,0.8112,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2375,37.79,4.707,4.545,,0.904,0.527,0.9496,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,Limiter,axis1,0.0,1.0,,1,0.2375,35.52,4.702,4.54,,0.904,0.527,0.9496,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2375,33.38,4.572,4.434,,0.904,0.527,0.9496,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2375,33.38,4.572,4.434,,0.904,0.527,0.9496,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2313,31.14,4.698,4.529,,0.904,0.527,0.9496,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1812,-10.39,2.665,3.657,,0.9091,0.5545,0.9524,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.1313,19.87,4.674,4.342,,0.8035,0.4871,0.891,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2324,38.2,4.706,4.591,,0.8931,0.5215,0.9435,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.0629,,3.688,1.211,,0.4799,0.2844,0.6485,,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.01,4.38,2.526,,0.0,0.0556,0.0,수동 평가 필요,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Cover_Timbre_C.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-1.48,4.533,3.512,,0.0,0.0555,0.0,수동 평가 필요,0.01405,1487.16,3546.88,0.0,6.3054
Similar_Trot_00162_Org.wav,NoAttack,step2,0.0,1.0,,1,0.2437,37.86,4.726,4.56,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.1125,29.34,4.623,3.834,,0.9017,0.5967,0.9483,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2437,37.28,4.726,4.562,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,Limiter,axis1,0.0,1.0,,1,0.2437,34.6,4.725,4.534,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2437,31.66,4.595,4.397,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2437,31.66,4.595,4.396,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2437,34.45,4.725,4.541,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1688,-25.23,2.45,3.322,,0.9091,0.5545,0.9524,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2,20.23,4.672,4.283,,0.904,0.527,0.9496,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2394,37.91,4.726,4.553,,0.8994,0.5286,0.947,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.0559,,3.716,1.097,,0.5909,0.3518,0.7428,,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,10.69,4.48,2.422,,0.0,0.0556,0.0,수동 평가 필요,0.011226,1341.23,2375.0,0.0,4.8198
Similar_Trot_00162_Org.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,2.96,4.592,3.293,,0.0,0.0555,0.0,수동 평가 필요,0.011226,1341.23,2375.0,0.0,4.8198
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,NoAttack,step2,0.0,1.0,,1,0.2857,35.88,4.579,3.54,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,AWGN_30dB,axis1,0.0625,0.875,,1,0.0612,28.98,4.054,1.976,,0.3226,0.2409,0.4878,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2857,35.88,4.579,3.546,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,Limiter,axis1,0.0,1.0,,1,0.2857,35.88,4.579,3.54,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2857,35.58,4.577,3.59,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2857,35.58,4.577,3.59,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.28,35.59,4.58,3.537,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.2041,-11.61,4.029,2.725,,0.9231,0.7104,0.96,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2857,23.88,4.488,3.639,,0.8955,0.5962,0.9449,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2143,36.67,4.59,3.601,,0.7192,0.4952,0.8367,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.2093,,4.083,1.069,,0.9091,0.6532,0.9524,,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.16,4.452,2.108,,0.0,0.0712,0.0,수동 평가 필요,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-6.77,4.507,3.137,,0.0,0.0712,0.0,수동 평가 필요,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,NoAttack,step2,0.0,1.0,,1,0.3125,35.89,4.634,3.566,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,AWGN_30dB,axis1,1.0,-1.0,,0,0.0,29.03,4.023,1.966,,0.0,0.0604,0.0,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.3125,35.88,4.635,3.568,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,Limiter,axis1,0.0,1.0,,1,0.3125,35.89,4.634,3.566,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2917,34.78,4.629,3.57,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2917,34.78,4.629,3.57,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2857,35.75,4.632,3.543,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.0833,-0.92,4.213,2.641,,0.3175,0.2131,0.4819,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2917,24.24,4.552,3.648,,0.8955,0.5235,0.9449,,0.187358,1264.53,5265.62,0.196262,10.6188
